S,tau_days,TV_BS,TV_SH,TV_DH,TV_PINN,BS_minus_DH,SH_minus_DH,PINN_minus_DH
90.88,90.0,0.8297582904161679,0.7597229118968719,0.6799783938615338,0.6802146216841429,0.14977989655463408,0.07974451803533811,0.00023622782260912523
90.94,90.0,0.8405377710412147,0.7703866008739819,0.690661597670921,0.6908921125624009,0.1498761733702938,0.07972500320306097,0.0002305148914799604
91.0,90.0,0.851422739615798,0.7811619391146477,0.7014668338896676,0.7016915847690638,0.14995590572613038,0.07969510522498013,0.0002247508793962183
91.06,90.0,0.8624137698742739,0.7920495507240675,0.7123947812093067,0.7126137177099992,0.1500189886649672,0.0796547695147608,0.00021893650069249038
91.11999999999999,90.0,0.873511433528794,0.8030500568140488,0.7234461131737407,0.7236591856125644,0.15006532035505327,0.0796039436403081,0.00021307243882362492
91.17999999999999,90.0,0.8847163002130004,0.8141640754323134,0.7346214980918918,0.7348286574378236,0.1500948021211086,0.07954257734042158,0.00020715934593174
91.24,90.0,0.8960289374259739,0.8253922214920476,0.7459215989513053,0.7461227967941005,0.15010733847466862,0.07947062254074233,0.00020119784279526431
91.3,90.0,0.9074499104762476,0.8367351067020117,0.7573470733331662,0.7575422618517776,0.15010283714308137,0.07938803336884548,0.00019518851861144437
91.36,90.0,0.9189797824260615,0.8481933394969557,0.7688985733284401,0.7690877052594386,0.15008120909762135,0.0792947661685156,0.00018913193099845405
91.42,90.0,0.9306191140356898,0.8597675249686206,0.7805767454553452,0.7807597740613541,0.1500423685803446,0.07919077951327547,0.00018302860600893922
91.47999999999999,90.0,0.9423684637080328,0.8714582647970373,0.7923822305779888,0.7925591096162615,0.149986233130044,0.07907603421904841,0.00017687903827268148
91.53999999999999,90.0,0.9542283874332703,0.8832661571824664,0.8043156638263397,0.8044863475175994,0.14991272360693064,0.0789504933561267,0.00017068369125972094
91.6,90.0,0.9661994387338416,0.8951917967776792,0.8163776745175311,0.8165421175150734,0.14982176421631055,0.07881412226014817,0.0001644429975423689
91.66,90.0,0.9782821686095641,0.9072357746208126,0.8285688860784259,0.8287270434375771,0.14971328253113814,0.07866688854238668,0.00015815735915114537
91.72,90.0,0.9904771254829765,0.9193986780687743,0.8408899159694933,0.8410417431176348,0.14958720951348325,0.07850876209928104,0.00015182714814154785
91.78,90.0,1.0027848551448444,0.9316810907310951,0.8533413756101527,0.8534868283171736,0.14944347953469173,0.0783397151209424,0.00014545270702093216
91.84,90.0,1.0152059007000602,0.9440835924043981,0.865923870305241,0.8660629046547881,0.14928203039481924,0.07815972209915711,0.00013903434954709581
91.89999999999999,90.0,1.0277408025135542,0.9566067590073296,0.8786379991731417,0.8787705715344319,0.14910280334041248,0.07796875983418794,0.00013257236129027294
91.96,90.0,1.0403900981566783,0.9692511625161963,0.8914843550750368,0.8916104220755922,0.1489057430816415,0.07776680744115949,0.00012606700055539655
92.02,90.0,1.0531543223537223,0.9820173709010918,0.904463524545697,0.9045830430449125,0.1486907978080253,0.07755384635539475,0.00011951849921554292
92.08,90.0,1.0660340069287382,0.9949059480625627,0.9175760877256399,0.9176890147893274,0.14845791920309825,0.0773298603369228,0.00011292706368748462
92.14,90.0,1.0790296807525963,1.0079174537690616,0.9308226182947066,0.9309289111706448,0.14820706245788973,0.07709483547435503,0.00010629287593821868
92.2,90.0,1.0921418696904557,1.0210524435948518,0.9442036834070427,0.9443032995017074,0.14793818628341293,0.07684876018780906,9.961609466468957e-05
92.25999999999999,90.0,1.1053710965493628,1.0343114688585826,0.957719843627556,0.9578127404839654,0.1476512529218068,0.07659162523102658,9.289685640934131e-05
92.32,90.0,1.1187178810263247,1.0476950765626085,0.9713716528697819,0.9714577881466597,0.14734622815654286,0.07632342369282663,8.613527687784117e-05
92.38,90.0,1.1321827396565445,1.0612038093328342,0.9851596583352064,0.9852389897874431,0.14702308132133812,0.07604415099762785,7.933145223670834e-05
92.44,90.0,1.1457661857620838,1.0748382053592271,0.9990844004540435,0.9991568859145926,0.14668178530804032,0.07575380490518369,7.248546054916538e-05
92.5,90.0,1.1594687294008754,1.0885987983372016,1.013146412827553,1.0132120101907072,0.1463223165733225,0.07545238550964872,6.559736315425724e-05
92.56,90.0,1.1732908773159643,1.1024861174093707,1.0273462221717142,1.0274048893779795,0.14594465514425004,0.07513989523765652,5.866720626523936e-05
92.61999999999999,90.0,1.1872331328851873,1.11650068710837,1.041684348262439,1.0417360432849883,0.14554878462274834,0.07481633884593109,5.169502254931402e-05
92.67999999999999,90.0,1.2012959960712708,1.1306430273000119,1.0561613038823274,1.0562059847150291,0.14513469218894337,0.07448172341768444,4.468083270170453e-05
92.74,90.0,1.2154799633720688,1.1449136531274744,1.0707775947687612,1.0708152194159868,0.14470236860330754,0.07413605835871317,3.76246472255648e-05
92.8,90.0,1.2297855277715222,1.159313074956058,1.0855337195636967,1.085564246031777,0.14425180820782546,0.07377935539236136,3.052646808021642e-05
92.86,90.0,1.244213178690648,1.1738417983186824,1.1004301697647703,1.100453556055303,0.1437830089258778,0.07341162855391214,2.338629053277863e-05
92.92,90.0,1.2587634019391942,1.1885003238622345,1.1154674296779905,1.1154836337829819,0.14329597226120372,0.07303289418424397,1.6204104991368595e-05
92.97999999999999,90.0,1.2734366796675278,1.2032891472945677,1.1306459763719705,1.130654956270784,0.14279070329555732,0.0726431709225972,8.97989881343264e-06
