x,days,err_BS,err_SH,err_DH,err_PINN
-0.0008205405107228,14.459200264212964,0.33874828636560883,-1.1505994699286952,-0.051183696117354516,-0.06787562641112077
-0.0078877077338151,14.459200264108796,0.7889255289982938,-1.3450409975162059,0.0556723260974723,0.09427788671435566
-0.0149052803924617,14.45920026400463,1.136024106213096,-1.4417144081928623,0.10507844425058088,0.1524321618605634
-0.0201363298100143,14.459200263900463,1.3462967921156643,-1.4138516172912703,0.12403916461704301,0.1450479601500465
-0.0253401576850412,14.459200263796296,1.5371837372246844,-1.2816154529155244,0.15282721967680157,0.11658879751165474
-0.0322367367441016,14.459200263692129,1.704597421288137,-1.0317612146344912,0.15254659944083093,-0.01286011493328576
-0.0373781362445203,14.459200263587965,1.7899124045222452,-0.7935480129906303,0.15066794309196163,-0.1545121135350408
-0.0424932369112908,14.459200263483796,1.848822346643536,-0.5267510982521789,0.15734411915385993,-0.32651892648606073
-0.0492729238966695,14.45920026337963,1.7878481773263095,-0.252881083690093,0.08401997945556017,-0.7007994969587872
-0.0543276945582936,14.459200263275465,1.631574621610596,-0.1300610653423656,-0.036347761914370946,-1.0950712774748572
-0.0593570429632956,14.459200263171295,1.5747667204728728,0.10691412836743575,-0.016658122271551168,-1.391419474399458
-0.0660237343214848,14.45920026306713,1.3487250246170757,0.28564637572546514,-0.07489556116666296,-1.9377060203902619
-0.0709947470435053,14.45920026296296,0.9635739028155926,0.20886203513275636,-0.2833853376049217,-2.5626725514602597
-0.0759411709788309,14.459200262858795,0.7869109250950468,0.3415995244739095,-0.23950125345295892,-2.9780756923162373
-0.0824985715249898,14.459200262754628,0.3626217655130215,0.32856902549714684,-0.3032882941939652,-3.717920615490755
-0.0873885568191817,14.45920026265046,-0.017370962937526824,0.25431609401309896,-0.3664549385808541,-4.3316857839405305
-0.0922547464703547,14.459200262546297,-0.5998486899409433,-0.02546956557623048,-0.5968803848806048,-5.144711615023001
-0.0987063817518432,14.45920026244213,-0.9721941564197673,-4.9696983786540194e-05,-0.45427302594007457,-5.818190322152852
-0.1035179387490653,14.459200262337962,-1.309815704510059,-0.04412742349098331,-0.3791171484563871,-6.375986844300488
-0.1083064554808625,14.459200262233797,-1.4982209246478084,0.05693439209790707,-0.1383842693892967,-6.778891574883922
