case,factors,geometry,noise,quotes,calibration_quotes,holdout_quotes,invalid_observed_quotes,true_quadrature_max_error_spot,quote,holdout,strike,tau,true_price_spot,observed_price_spot,true_iv,observed_iv
f2_909131_000,2,rich,0.0,126,84,42,0,2.178257574314557e-14,74,True,1.02,0.4931506849315068,0.12672865282329882,0.12672865282329882,0.4847346748009824,0.4847346748009824
f2_909131_000,2,rich,0.0,126,84,42,0,2.178257574314557e-14,75,False,1.04,0.4931506849315068,0.11893202782093296,0.11893202782093296,0.4853620922471278,0.4853620922471278
f2_909131_000,2,rich,0.0,126,84,42,0,2.178257574314557e-14,76,False,1.06,0.4931506849315068,0.11157261761915792,0.11157261761915792,0.48600364456650175,0.48600364456650175
f2_909131_000,2,rich,0.0,126,84,42,0,2.178257574314557e-14,77,True,1.08,0.4931506849315068,0.10463296183698358,0.10463296183698358,0.48665823382474593,0.48665823382474593
f2_909131_000,2,rich,0.0,126,84,42,0,2.178257574314557e-14,78,False,1.1,0.4931506849315068,0.09809530141564796,0.09809530141564796,0.48732483106862523,0.48732483106862523
f2_909131_000,2,rich,0.0,126,84,42,0,2.178257574314557e-14,79,False,1.12,0.4931506849315068,0.09194174554910038,0.09194174554910038,0.4880024717841943,0.4880024717841943
f2_909131_000,2,rich,0.0,126,84,42,0,2.178257574314557e-14,80,True,1.1400000000000001,0.4931506849315068,0.08615441874226516,0.08615441874226516,0.488690251678942,0.488690251678942
f2_909131_000,2,rich,0.0,126,84,42,0,2.178257574314557e-14,81,False,1.16,0.4931506849315068,0.08071558863285558,0.08071558863285558,0.4893873227615956,0.4893873227615956
f2_909131_000,2,rich,0.0,126,84,42,0,2.178257574314557e-14,82,False,1.18,0.4931506849315068,0.07560777550933373,0.07560777550933373,0.4900928896959967,0.4900928896959967
f2_909131_000,2,rich,0.0,126,84,42,0,2.178257574314557e-14,83,True,1.2,0.4931506849315068,0.0708138446695675,0.0708138446695675,0.4908062064077928,0.4908062064077928
f2_909131_000,2,rich,0.0,126,84,42,0,2.178257574314557e-14,84,False,0.8,1.0,0.2880386701855015,0.2880386701855015,0.47888173564016473,0.47888173564016473
f2_909131_000,2,rich,0.0,126,84,42,0,2.178257574314557e-14,85,False,0.8200000000000001,1.0,0.27656325158378836,0.27656325158378836,0.4792374485535481,0.4792374485535481
f2_909131_000,2,rich,0.0,126,84,42,0,2.178257574314557e-14,86,True,0.8400000000000001,1.0,0.2654987536598403,0.2654987536598403,0.47960342534853356,0.47960342534853356
f2_909131_000,2,rich,0.0,126,84,42,0,2.178257574314557e-14,87,False,0.86,1.0,0.25483777218692305,0.25483777218692305,0.4799787389866706,0.4799787389866706
f2_909131_000,2,rich,0.0,126,84,42,0,2.178257574314557e-14,88,False,0.88,1.0,0.24457214536263333,0.24457214536263333,0.48036253853378974,0.48036253853378974
f2_909131_000,2,rich,0.0,126,84,42,0,2.178257574314557e-14,89,True,0.9,1.0,0.23469307198120026,0.23469307198120026,0.4807540420900688,0.4807540420900688
f2_909131_000,2,rich,0.0,126,84,42,0,2.178257574314557e-14,90,False,0.92,1.0,0.22519122154891155,0.22519122154891155,0.48115253048195,0.48115253048195
f2_909131_000,2,rich,0.0,126,84,42,0,2.178257574314557e-14,91,False,0.9400000000000001,1.0,0.2160568360423974,0.2160568360423974,0.4815573416208425,0.4815573416208425
f2_909131_000,2,rich,0.0,126,84,42,0,2.178257574314557e-14,92,True,0.96,1.0,0.20727982321483054,0.20727982321483054,0.4819678654471439,0.4819678654471439
f2_909131_000,2,rich,0.0,126,84,42,0,2.178257574314557e-14,93,False,0.98,1.0,0.1988498415199398,0.1988498415199398,0.48238353938951495,0.48238353938951495
f2_909131_000,2,rich,0.0,126,84,42,0,2.178257574314557e-14,94,False,1.0,1.0,0.19075637685305075,0.19075637685305075,0.4828038442789459,0.4828038442789459
f2_909131_000,2,rich,0.0,126,84,42,0,2.178257574314557e-14,95,True,1.02,1.0,0.18298881140696927,0.18298881140696927,0.48322830066524797,0.48322830066524797
f2_909131_000,2,rich,0.0,126,84,42,0,2.178257574314557e-14,96,False,1.04,1.0,0.17553648501297392,0.17553648501297392,0.4836564654905071,0.4836564654905071
