phase,step,total_loss,pde_loss,market_loss,boundary_loss,terminal_loss,calibrated_sigma
lbfgs,1300,7.902635345204637e-06,1.941438685628547e-06,1.9325746794833674e-08,2.0770538895956278e-07,1.9515680904970953e-07,0.199504406638888
lbfgs,1325,7.828081401699651e-06,2.084408384522813e-06,1.962268671521004e-08,1.973156461590061e-07,1.8082478840657722e-07,0.1993963629094182
lbfgs,1350,7.711492312213658e-06,2.1262129787928812e-06,2.005688737145129e-08,1.9900537604071162e-07,1.5895368358685325e-07,0.1994395024207883
lbfgs,1375,7.634012408967513e-06,2.0876911695001297e-06,2.0554308575519073e-08,2.096316428636792e-07,1.3945739532786846e-07,0.1993541942920442
lbfgs,1400,7.574271076831493e-06,2.0827418442869313e-06,2.0357176051560565e-08,2.0872628970798537e-07,1.3685487303086512e-07,0.1994218211876582
lbfgs,1425,7.472099486101124e-06,2.0587361535357636e-06,2.0675096597686137e-08,2.0856018963964295e-07,1.2602517764003178e-07,0.1993794697487994
lbfgs,1450,7.390242496503627e-06,2.053621589819948e-06,2.0411408207942305e-08,2.0890354132111432e-07,1.2064446726783068e-07,0.1994936567727228
lbfgs,1475,7.285613001463813e-06,2.08221176519883e-06,2.1485488386905043e-08,2.0129703108748414e-07,1.0418820866996389e-07,0.1990867824483702
lbfgs,1500,7.200990643716634e-06,1.998356747003716e-06,2.1027035025530263e-08,1.9998578678589693e-07,1.1000725263009229e-07,0.199041740100624
lbfgs_final,1513,7.083843186882123e-06,1.996753550501212e-06,2.1089922555429117e-08,1.904675561510764e-07,1.0734218193272357e-07,0.1993663146166238
