bucket,model,price_RMSE,price_MAE,price_P95,price_max,forward_normalized_price_RMSE,IV_RMSE_volatility_points,IV_valid_quotes,quotes
K/F 0-0.9,seed_43,1.181557209140659e-05,7.0821432086233345e-06,2.4524887628668556e-05,0.00011265934168097624,1.181557209140659e-05,0.17628536830627,1381,1449
K/F 0.9-0.98,two_seed_mean,1.0725613952100672e-05,8.085172410824044e-06,2.026669671856898e-05,7.177284778603354e-05,1.0725613952100672e-05,0.024430744240317534,484,484
K/F 0.9-0.98,seed_17,1.2016627543402825e-05,9.107426630800575e-06,2.268339950083143e-05,6.053930841565247e-05,1.2016627543402825e-05,0.026419617668181048,484,484
K/F 0.9-0.98,seed_43,1.5017355871811575e-05,1.0870531485754994e-05,3.059531208922522e-05,8.341258700748921e-05,1.5017355871811575e-05,0.03260382097300937,484,484
K/F 0.98-1.02,two_seed_mean,1.2821710023590832e-05,9.847778540942347e-06,2.613470798208601e-05,4.911133267536394e-05,1.2821710023590832e-05,0.011161966155014132,228,228
K/F 0.98-1.02,seed_17,1.3951578031000791e-05,1.0708224471475331e-05,2.804620477335206e-05,4.768257897007182e-05,1.3951578031000791e-05,0.011083553783643566,228,228
K/F 0.98-1.02,seed_43,1.5552778980142292e-05,1.194168642291635e-05,3.144588678946969e-05,6.044760993321324e-05,1.5552778980142292e-05,0.01451115162919746,228,228
K/F 1.02-1.1,two_seed_mean,1.4087035244564216e-05,1.058967204734886e-05,2.8319335458597083e-05,5.1894181454820165e-05,1.4087035244564216e-05,0.040764800433838455,427,429
K/F 1.02-1.1,seed_17,1.4419328909948804e-05,1.0658260773680997e-05,3.127911599931539e-05,5.311794348638113e-05,1.4419328909948804e-05,0.04182499734677272,427,429
K/F 1.02-1.1,seed_43,1.7608083696445423e-05,1.3158174265611344e-05,3.564327561668131e-05,6.990394024820878e-05,1.7608083696445423e-05,0.04583377194506432,427,429
K/F 1.1-9,two_seed_mean,9.8559442608598e-06,5.562370935242009e-06,2.237963302307959e-05,5.131555872911475e-05,9.8559442608598e-06,0.0952392758345443,1269,1506
K/F 1.1-9,seed_17,1.0359051893319506e-05,6.025574713713828e-06,2.4038595981178135e-05,5.878538931630359e-05,1.0359051893319506e-05,0.08572208644975661,1269,1506
K/F 1.1-9,seed_43,1.2815564300038351e-05,7.360714169326455e-06,2.8198996201928353e-05,9.174061578227227e-05,1.2815564300038351e-05,0.09364555415358312,1268,1506
ATM |K/F-1|<=.02,two_seed_mean,1.2821710023590832e-05,9.847778540942347e-06,2.613470798208601e-05,4.911133267536394e-05,1.2821710023590832e-05,0.011161966155014132,228,228
ATM |K/F-1|<=.02,seed_17,1.3951578031000791e-05,1.0708224471475331e-05,2.804620477335206e-05,4.768257897007182e-05,1.3951578031000791e-05,0.011083553783643566,228,228
ATM |K/F-1|<=.02,seed_43,1.5552778980142292e-05,1.194168642291635e-05,3.144588678946969e-05,6.044760993321324e-05,1.5552778980142292e-05,0.01451115162919746,228,228
wing K/F<.9 or >1.1,two_seed_mean,9.929115273038083e-06,5.711120325535075e-06,2.1169532015192988e-05,0.00012455730249838481,9.929115273038083e-06,0.13796230785965552,2650,2955
wing K/F<.9 or >1.1,seed_17,1.0570609312140807e-05,6.153200203835603e-06,2.1855507807050705e-05,0.00013645526331579338,1.0570609312140807e-05,0.14106033699121512,2651,2955
wing K/F<.9 or >1.1,seed_43,1.2335346505890363e-05,7.224115413976601e-06,2.6529629685786108e-05,0.00011265934168097624,1.2335346505890363e-05,0.14282434295898586,2649,2955
fast-heavy v_fast>v_slow,two_seed_mean,1.0191204935905629e-05,6.358583700679513e-06,2.1973380320963742e-05,7.177284778603354e-05,1.0191204935905629e-05,0.13388988710353086,2417,2640
fast-heavy v_fast>v_slow,seed_17,1.074311825525388e-05,6.821180666227237e-06,2.3182717283419688e-05,6.053930841565247e-05,1.074311825525388e-05,0.13722122307547388,2418,2640
fast-heavy v_fast>v_slow,seed_43,1.3137716974041751e-05,8.129072450240971e-06,2.9154721966051503e-05,8.341258700748921e-05,1.3137716974041751e-05,0.13770519776854767,2416,2640
slow-heavy v_slow>=v_fast,two_seed_mean,1.1585422746965675e-05,7.411528746324579e-06,2.332335535765043e-05,0.00012455730249838481,1.1585422746965675e-05,0.07701398587413512,1372,1456
slow-heavy v_slow>=v_fast,seed_17,1.2539928735048539e-05,7.964734329812707e-06,2.551835129133628e-05,0.00013645526331579338,1.2539928735048539e-05,0.07793023500472981,1372,1456
slow-heavy v_slow>=v_fast,seed_43,1.414417740582542e-05,9.282560634026308e-06,2.842764455273511e-05,0.00011265934168097624,1.414417740582542e-05,0.0840050162504266,1372,1456
