evaluation,loss,teacher,iv,pde,convexity
69,1.1793385077478917,1.1245000931612052e-10,2.6208761528024833e-06,0.00024299426432779821,1.8192917151187964e-06
70,1.1792760394922577,1.1263031210356069e-10,2.620608749285044e-06,0.00024254788996269576,1.81949399239871e-06
71,1.178924397384956,1.1249145956832875e-10,2.6204691613148718e-06,0.00024257827619823566,1.8193718041234878e-06
72,1.178499503784638,1.1229919240600576e-10,2.620527814401103e-06,0.00024261938724642366,1.8192292417906688e-06
73,1.1778982788479269,1.1208605952596473e-10,2.6205654902930886e-06,0.0002425415755640953,1.8189564769952624e-06
74,1.1831386477631782,1.1406711622935975e-10,2.6213882333144567e-06,0.0002426236169906216,1.8187054332631547e-06
75,1.1776561366417657,1.1197080817603973e-10,2.6207396543691444e-06,0.00024254402071904462,1.8189033562100438e-06
76,1.1773797594708761,1.1189852740821103e-10,2.620726573396918e-06,0.00024245161571403393,1.8188708535108275e-06
77,1.1769652856927306,1.1182779742740034e-10,2.620654669850367e-06,0.00024223194277847777,1.8188316046638012e-06
78,1.1766466158118976,1.1172026250218916e-10,2.620622513837755e-06,0.00024219014920829273,1.8188869326406977e-06
79,1.1760694003656322,1.1151846411538753e-10,2.620290464426577e-06,0.00024220044207465448,1.8189586490690545e-06
80,1.1754764700141003,1.1115522748134821e-10,2.6198913401088607e-06,0.00024261538438444496,1.818990695311712e-06
81,1.1753383873021295,1.1121475381626363e-10,2.6193419724102044e-06,0.00024246582776198973,1.8189692962963828e-06
82,1.1751675396139385,1.1109661517364636e-10,2.619557596502356e-06,0.00024253642066087396,1.8189335958233506e-06
83,1.1750387799179114,1.1103489042160495e-10,2.6193461790137643e-06,0.0002426148272203669,1.8189009103465133e-06
84,1.174924809332929,1.1094696808921996e-10,2.6195004838999126e-06,0.00024268208625090684,1.818839942671723e-06
85,1.174863968340662,1.1093604463633261e-10,2.6194235204693313e-06,0.0002426677947540664,1.8187843133270928e-06
86,1.1747597826111238,1.1092989577851322e-10,2.6192056707565273e-06,0.00024263344360213288,1.8187357598329295e-06
87,1.174625172802878,1.1091151313242625e-10,2.6190052246353354e-06,0.00024259490194571893,1.8186725986294865e-06
88,1.1744224064522473,1.1089806251184709e-10,2.618730047807858e-06,0.00024249455636011653,1.8186054855118105e-06
89,1.1744700157507344,1.1092124919644328e-10,2.618528906253267e-06,0.00024253448434449244,1.8185181698003208e-06
90,1.174331142078507,1.1086578713187594e-10,2.6186356667756147e-06,0.00024250757569913722,1.8185577634763815e-06
91,1.17419331073989,1.1081892966302676e-10,2.6186837624028664e-06,0.00024247486413103586,1.818505706367709e-06
92,1.1741272083975676,1.1076722817518868e-10,2.618716825212816e-06,0.00024252974981032338,1.818460683646102e-06
