tau_days,S,BS,DH,PINN,SH
30.0,115.3,15.311881291895233,15.342601551556267,15.342750261583566,15.315515214758795
30.0,115.44999999999999,15.461069943159954,15.490730896371474,15.49087421054407,15.464573580470216
30.0,115.6,15.61031032261327,15.638939641585171,15.639077716997356,15.613686076740079
30.0,115.75,15.759599411509841,15.787224578774143,15.787357569679688,15.762849806205303
30.0,115.9,15.908934346888548,15.935582619753045,15.935710677458992,15.912062011736916
30.0,116.05,16.058312414964586,16.084010792612148,16.08413406539609,16.061320070657704
30.0,116.19999999999999,16.207731044704357,16.232506237854167,16.232624870902104,16.21062148913129
30.0,116.35,16.35718780158384,16.381066204628713,16.38118033999202,16.359963896721336
30.0,116.5,16.506680381533297,16.529688047065314,16.529797823633622,16.509345041121403
30.0,116.65,16.65620660506726,16.67836922070248,16.67847477419151,16.658762783053092
30.0,116.8,16.805764411601384,16.827107279013436,16.82720874196506,16.80821509133156
30.0,116.94999999999999,16.955351853954646,16.975899870026325,16.975997371819815,16.957700038096466
30.0,117.1,17.104967093036503,17.12474473303829,17.124838399910917,17.10721579420626
30.0,117.25,17.254608392717753,17.273639695422467,17.27372965049777,17.256760624793383
30.0,117.4,17.404274114883165,17.422582669525895,17.42266903284897,17.406332884978028
30.0,117.55,17.55396271466373,17.57157164965761,17.57165453823556,17.555931015737432
30.0,117.69999999999999,17.703672735846485,17.720604709165148,17.720684237012204,17.705553539928065
30.0,117.85,17.85340280645881,17.869679997598123,17.869756275784148,17.85519905845725
30.0,118.0,18.003151634524233,18.018795737957102,18.018868874658846,18.00486624660135
30.0,118.15,18.15291800398708,18.16795022402651,18.168020324580883,18.154553850466964
30.0,118.3,18.3027007708015,18.317141817789707,18.317208984748365,18.30426068359176
30.0,118.44999999999999,18.45249885918249,18.466368946924824,18.466433280109477,18.453985623681643
30.0,118.6,18.602311258014012,18.615630102379136,18.615691698937525,18.603727609480003
30.0,118.75,18.752137017411034,18.764923836021058,18.76498279048257,18.753485637766534
30.0,118.9,18.90197524543114,18.91424875836739,18.914305162698543,18.903258760480778
30.0,119.05,19.0518251049318,19.06360353638436,19.063657480043627,19.053046081967732
30.0,119.19999999999999,19.201685810568957,19.212986891360877,19.213038461352703,19.20284675634121
30.0,119.35,19.35155662593254,19.36239759685185,19.36244687777968,19.352659984961395
30.0,119.5,19.50143686081528,19.511834476690158,19.51188155080841,19.502485014023197
30.0,119.65,19.651325868609682,19.661296403065602,19.661341350330485,19.65232113225156
30.0,119.8,19.80122304382947,19.81078229466875,19.810825192787767,19.802167668699934
30.0,119.94999999999999,19.951127819751143,19.960291114898432,19.960332039378766,19.952023990648904
30.0,120.1,20.10103966617103,20.109821870130727,20.10986089432628,20.101889501600855
30.0,120.25,20.250958087274075,20.25937360804812,20.25941080320534,20.25176363936733
30.0,120.4,20.40088261960977,20.408945416027013,20.408980851329513,20.40164587424621
30.0,120.55,20.550812830171544,20.558536419581902,20.558570162194005,20.551535707284547
30.0,120.69999999999999,20.700748314575065,20.70814578086478,20.708177895973808,20.70143266862431
30.0,120.85,20.850688695331943,20.857772697218035,20.85780324807555,20.851336315927668
30.0,121.0,21.000633620214288,21.00741639977891,21.007445447741308,21.001246232878593
30.0,121.15,21.15058276070703,21.15707615213502,21.15710375670272,21.151162027757874
30.0,121.3,21.300535810543764,21.306751249028167,21.30677746788429,21.301083332088442
30.0,121.44999999999999,21.450492484322393,21.45644101510574,21.45646590415391,21.451009799348043
30.0,121.6,21.600452516197528,21.606144803718024,21.606168417119473,21.600941103746543
30.0,121.75,21.750415658645434,21.755861995759933,21.755884385969914,21.750876939065048
30.0,121.9,21.900381681298867,21.905591998555646,21.9056132163594,21.90081701755417
30.0,122.05,22.050350369848076,22.05533424478533,22.055354339333313,22.05076106888881
30.0,122.19999999999999,22.20032152500497,22.20508819145165,22.205107210294532,22.20070883917722
30.0,122.35,22.35029496152737,22.354853318885723,22.354871308008793,22.35066009002133
30.0,122.5,22.500270507300403,22.504629129790622,22.50464613364781,22.500614597626704
30.0,122.65,22.650248002472107,22.654415148321156,22.654431209868854,22.65057215195931
30.0,122.8,22.800227298640642,22.804210919199353,22.80422607992979,22.80053255594723
30.0,122.94999999999999,22.95020825809048,22.95401600686357,22.95403030683794,22.95049562472519
30.0,123.1,23.10019075307463,23.10382999465065,23.103843472532038,23.100461184919624
30.0,123.25,23.25017466514106,23.253652484009816,23.253665177095804,23.250429073972533
30.0,123.4,23.4001598845005,23.403483093747308,23.403495038002372,23.400399139502436
30.0,123.55,23.550146309433718,23.55332145930034,23.55333268938808,23.5503712387003
30.0,123.69999999999999,23.700133845735877,23.703167232040034,23.70317778135503,23.70034523775864
30.0,123.85,23.85012240619596,23.853020078601233,23.853029979301063,23.85032101133273
30.0,124.0,24.00011191010938,24.002879680239705,24.002888963276135,24.00029844203163
30.0,124.15,24.150102282821933,24.152745732214036,24.15275442736459,24.15027741993783
30.0,124.3,24.300093455303177,24.302617943192924,24.302626079091816,24.300257842154256
30.0,124.44999999999999,24.45008536374758,24.45249603468567,24.452503638854832,24.45023961237676
30.0,124.6,24.600077949201975,24.60237974049617,24.602386839375583,24.60022264049116
30.0,124.75,24.75007115721736,24.75226880619817,24.752275425176407,24.750206842193492
30.0,124.9,24.900064937524185,24.902162988632668,24.902169152076738,24.90019213863198
30.0,125.05,25.050059243729162,25.052062055424862,25.052067786710076,25.050178456069883
30.0,125.19999999999999,25.20005403303272,25.201965784521512,25.201971106060814,25.200165725568134
30.0,125.35,25.350049265965513,25.351873963746765,25.351878897019798,25.35015388268643
30.0,125.5,25.500044906142968,25.501786390376388,25.501790955958196,25.50014286720174
30.0,125.65,25.650040920036727,25.651702870729444,25.65170708831885,25.65013262284381
30.0,125.8,25.800037276762012,25.801623219776932,25.801627108224466,25.80012309704629
30.0,125.94999999999999,25.950033947879774,25.951547260766603,25.951550838101912,25.95011424071247
30.0,126.1,26.100030907212606,26.101474824863164,26.101478108322308,26.10010600799549
30.0,126.25,26.250028130673783,26.251405750803762,26.2514087568557,26.25009835609132
30.0,126.4,26.40002559610835,26.401339884567648,26.401342628940483,26.4000912450446
30.0,126.55,26.550023283145745,26.551277079059695,26.5512795767664,26.550084637566204
30.0,126.69999999999999,26.70002117306268,26.701217193807313,26.70121945917087,26.70007849886177
30.0,126.85,26.850019248656377,26.851160094669925,26.85116214134823,26.850072796470993
30.0,127.0,27.00001749412656,27.001105653561037,27.001107494570796,27.000067500116565
30.0,127.15,27.150015894966366,27.151053748181525,27.151055395922242,27.150062581562576
30.0,127.3,27.3000144378613,27.30100426176484,27.301005728041766,27.30005801448168
30.0,127.44999999999999,27.450013110595474,27.450957082832662,27.45095837887944,27.450053774330495
30.0,127.6,27.60001190196489,27.600912104961008,27.600913241461726,27.600049838232753
30.0,127.75,27.750010801697332,27.750869226556393,27.750870213667152,27.75004618486992
30.0,127.9,27.900009800378026,27.90082835064166,27.900829198011383,27.900042794378464
30.0,128.05,28.050008889381257,28.050789384650844,28.050790101441756,28.05003964825393
30.0,128.2,28.200008060806738,28.2007522402328,28.200752835140186,28.200036729260663
30.0,128.35,28.35000730742141,28.350716833063647,28.350717314335228,28.350034021347895
30.0,128.5,28.500006622605078,28.50068308266688,28.5006834581213,28.50003150957045
30.0,128.65,28.65000600030061,28.650650912241492,28.650651189286638,28.65002918001504
30.0,128.8,28.800005434968167,28.80062024849749,28.80062043414802,28.800027019731242
30.0,128.95,28.95000492154237,28.950591021498653,28.95059112239299,28.950025016666736
30.0,129.1,29.100004455393567,29.10056316451205,29.100563186928913,29.100023159606856
30.0,129.25,29.250004032291564,29.250536613863968,29.250536563738336,29.250021438118107
30.0,129.4,29.400003648372557,29.40051130880257,29.400511191740957,29.40001984249519
30.0,129.55,29.550003300108475,29.55048719136602,29.550487012661502,29.550018363711644
30.0,129.7,29.70000298427897,29.700464206256736,29.700463970903296,29.700016993373715
30.0,129.85,29.850002697945552,29.850442300721305,29.850442013427617,29.850015723677235
30.0,130.0,30.000002438427682,30.000421424435153,30.000421089637893,30.00001454736713
90.0,70.0,0.0003028695961658262,7.303383805501448e-06,7.249716079875251e-06,0.00010068584230915571
90.0,70.15,0.0003312029352434282,8.389964905086669e-06,8.334832863000289e-06,0.00011139248842303462
90.0,70.3,0.0003619640550484825,9.628683100792933e-06,9.57274589367749e-06,0.000123158264076189
90.0,70.45,0.0003953403720371913,1.1039406681223715e-05,1.098351460518939e-05,0.0001360793996659375
90.0,70.6,0.00043153200853329206,1.2644394216532091e-05,1.2589622312311826e-05,0.00015026000573262684
90.0,70.75,0.00047075251615568054,1.4468554576652067e-05,1.4416240657531116e-05,0.0001658126368266896
90.0,70.9,0.0005132296306235734,1.653973186908648e-05,1.649151930029056e-05,0.0001828588886834974
90.0,71.05,0.000559206058664231,1.888901720434331e-05,1.8846902833904e-05,0.0002015300299871952
90.0,71.2,0.0006089402977255959,2.1551089144367216e-05,2.1517477024265867e-05,0.00022196767022406635
90.0,71.35,0.0006627074891725776,2.4564585407291026e-05,2.454234657512726e-05,0.0002443244648523682
90.0,71.5,0.0007208003056125066,2.797250782698978e-05,2.79650467359109e-05,0.00026876485948440303
90.0,71.65,0.0007835298729668782,3.182266311775332e-05,3.183399117936915e-05,0.0002954658741364438
90.0,71.8,0.000851226727869698,3.616814197735505e-05,3.6202958686629834e-05,0.00032461792944818825
90.0,71.95,0.0009242418109331071,4.106783903262708e-05,4.113162128653574e-05,0.0003564257156924801
90.0,72.1,0.001002947496380577,4.658701652634458e-05,4.668611660239995e-05,0.0003911091065112447
90.0,72.25,0.0010877386585025814,5.279791467269207e-05,5.293966726344973e-05,0.0004289041184169253
90.0,72.4,0.001179033775337599,5.9780411309740634e-05,5.997325033702959e-05,0.00047006391758035686
90.0,72.55,0.001277276069936065,6.76227343365859e-05,6.787631983251751e-05,0.0005148598751313435
90.0,72.7,0.0013829346895012481,7.642222979355999e-05,7.674758541570744e-05,0.0005635826724110337
90.0,72.85,0.0014965059226461589,8.62861890197713e-05,8.669585055351299e-05,0.0006165434572488015
90.0,73.0,0.0016185144549453441,9.733273807593972e-05,9.784091338144432e-05,0.0006740750526238491
90.0,73.15,0.0017495146628882599,0.00010969179290726883,0.00011031453364904073,0.0007365332188308529
90.0,73.3,0.0018900919462768607,0.00012350608388625984,0.0001242614691510765,0.0008042979701047382
90.0,73.45,0.0020408640990356294,0.00013893225279907172,0.00013984058509183315,0.0008777749470182247
90.0,73.6,0.0022024827183246692,0.00015614202636422554,0.00015722603985755774,0.0009573968452145614
90.0,73.75,0.002375634651770017,0.000175323469547989,0.00017660855068355897,0.0010436249017783301
90.0,73.9,0.0025610434825430587,0.0001966823222616874,0.0001981967426998557,0.0011369504395620496
90.0,74.05,0.002759471051928175,0.00022044342329361526,0.0002222185848181713,0.001237896470536179
90.0,74.2,0.0029717190189442193,0.00024685222466265365,0.000248922915884899,0.0013470193584488876
90.0,74.35,0.003198630456476693,0.00027617640018201886,0.00027858106446566606,0.0014649105413855224
90.0,74.5,0.0034410914832964075,0.0003087075516340351,0.00031148856554933854,0.001592198314530107
90.0,74.65,0.003700032931237847,0.00034476301574921193,0.0003479669773580481,0.001729549673335766
90.0,74.8,0.003976432046715727,0.0003846877755975464,0.00038836580132719796,0.0018776722170054786
90.0,74.95,0.004271314225648058,0.0004288564789011253,0.00043306450817175157,0.0020373161125001897
90.0,75.1,0.004585754780762597,0.00047767556701110446,0.0004824746727853548,0.002209276118503098
90.0,75.25,0.004920880740153751,0.0005315855165286946,0.0005370422205203942,0.0023943936691362896
90.0,75.4,0.00527787267583944,0.0005910631967619635,0.0005972497871759937,0.002593559016739935
90.0,75.55,0.005657966560980981,0.000656624344773117,0.000663619194772545,0.002807713433027485
90.0,75.7,0.0060624556543007,0.0007288261605381876,0.000736714044913576,0.003037851467634483
90.0,75.85,0.0064926924101255685,0.0008082700235945474,0.0008171424312360733,0.0032850232628825245
90.0,76.0,0.006950090412386744,0.0008956043326011623,0.0009055597721189169,0.0035503369235438892
90.0,76.15,0.007436126330770078,0.0009915274692176455,0.00100267176446319,0.0038349609399759574
90.0,76.3,0.007952341897121261,0.001096790886293094,0.0011092374589732692,0.0041401266628364524
90.0,76.45,0.008500345900093366,0.0012122023212310458,0.001226072456961258,0.004467130827593778
90.0,76.6,0.009081816195898368,0.0013386291337858563,0.0013540522282567058,0.004817338126532293
90.0,76.75,0.009698501732936808,0.0014770017680203651,0.0014941155493478858,0.00519218382579351
90.0,76.9,0.010352224587950907,0.0016283173367239408,0.0016472680603916608,0.005593176425012022
90.0,77.05,0.011044882011246615,0.0017936433269629328,0.0018145859392257131,0.006021900356596966
90.0,77.2,0.01177844847842675,0.0019741214242712806,0.001997219689981806,0.006480018721449732
90.0,77.35,0.012554977745960651,0.002170971452446197,0.0021963980433558185,0.006969276058188503
90.0,77.5,0.013376604907823409,0.00238549542568301,0.002413431965015984,0.0074915011418844185
90.0,77.65,0.014245548450338121,0.0026190817087564148,0.002649718768048346,0.008048609808852287
90.0,77.8,0.015164112302248355,0.002873209280664607,0.0029067463247429044,0.008642607803464538
90.0,77.95,0.01613468787696141,0.003149452095971248,0.003186097372402923,0.009275593642541668
90.0,78.1,0.01715975610381613,0.0034494835381915757,0.0034894539072489496,0.00994976149326551
90.0,78.25,0.01824188944512714,0.003775080957990091,0.003818601659850876,0.010667404059549778
90.0,78.4,0.01938375389569594,0.0041281302892053695,0.00417543464489447,0.011430915472305774
90.0,78.55,0.02058811096138446,0.0045106307341485465,0.004561959777446459,0.012242794178268134
90.0,78.7,0.021857819613282065,0.004924699509593225,0.004980301547257413,0.01310564582229535
90.0,78.85,0.023195838213930724,0.005372576643916144,0.0054327067419998026,0.014022186117580474
90.0,79.0,0.024605226411998485,0.0058566298151719026,0.005921549209726273,0.014995243697980179
90.0,79.15,0.02608914700175903,0.0063793592192828204,0.00644933465021669,0.016027762946934913
90.0,79.3,0.027650867743646536,0.006943402456948746,0.007018705424286864,0.01712280679659694
90.0,79.45,0.029293763142166536,0.007551539427074339,0.007632445369552083,0.018283559491242416
90.0,79.6,0.031021316177335025,0.008206697214144694,0.008293484610584207,0.019513329308566554
90.0,79.75,0.03283711998584945,0.008911954956251966,0.009004904350858654,0.020815551232503123
90.0,79.9,0.03474487948814398,0.009670548679957003,0.009769941633402186,0.022193789570877708
90.0,80.05,0.036748412957457725,0.010485876087838254,0.010591994056554936,0.02365174051132984
90.0,80.2,0.03885165352705153,0.011361501283876791,0.011474624430850244,0.025193234608780334
90.0,80.35,0.041058650631693276,0.012301159421704316,0.012421565362593376,0.026822239197538386
90.0,80.5,0.043373571379566024,0.013308761259970742,0.013436723749387203,0.028542860721250556
90.0,80.65,0.04580070185070469,0.014388397609344813,0.014524185172524929,0.030359346973738245
90.0,80.8,0.04834444831817652,0.01554434365495418,0.015688218170918165,0.03227608924389645
90.0,80.95,0.05100933838817248,0.01678106313794838,0.01693327838101803,0.03429762435751178
90.0,81.1,0.053800022055264005,0.0181032123800081,0.018264012527024292,0.0364286366094158
90.0,81.25,0.05672127266909742,0.0195156441342429,0.019685262245581776,0.03867395957872494
90.0,81.4,0.05977798780887454,0.021023411246065733,0.021202067729120908,0.04103857782070384
90.0,81.55,0.0629751900620222,0.022631770107702648,0.022819671172021307,0.04352762842830532
90.0,81.7,0.06631802770352144,0.024346183890148188,0.02454352000384099,0.04614640245672376
90.0,81.85,0.06981177527246073,0.026172325536386185,0.026379269894021704,0.048900346204716366
90.0,82.0,0.07346183404243434,0.028116080500394526,0.028332787512666716,0.05179506234584337
90.0,82.15,0.07727373238257687,0.030183549216244877,0.030410153032271302,0.0548363109038747
90.0,82.3,0.08125312600601665,0.032381049282536434,0.03261766235561634,0.058030010066026545
90.0,82.45,0.08540579810276289,0.03471511734760742,0.03496182905544341,0.061382236828203283
90.0,82.6,0.08973765935409589,0.03719251068156835,0.03744938601199145,0.06489922746675073
90.0,82.75,0.0942547478256345,0.039820208421874975,0.04008728673500304,0.06858737783110096
90.0,82.9,0.09896322873648702,0.04260541247988299,0.04288270635741629,0.0724532434524045
90.0,83.05,0.10386939410195095,0.045555548096449044,0.045843042288588785,0.07650353946307145
90.0,83.2,0.10897966224739108,0.04867826403559168,0.04897591451563316,0.08074514032278411
90.0,83.35,0.11430057719113997,0.05198143240612101,0.05228916554222193,0.08518507934660939
90.0,83.5,0.11983880789434796,0.05547314810191266,0.055790859955015364,0.08983054803132044
90.0,83.65,0.1256011473759677,0.05916172785254625,0.05948928360877941,0.09468889517637007
90.0,83.8,0.13159451169114,0.06305570887742115,0.06339294242218366,0.0997676257960876
90.0,83.95,0.13782593877156357,0.06716384713672485,0.06751056077723416,0.10507439982047909
90.0,84.1,0.14430258712644015,0.07149511517462587,0.07185107951632255,0.11061703058189232
90.0,84.25,0.15103173440299833,0.0760586995507546,0.07642365353194776,0.1164034830855728
90.0,84.4,0.15802077580558382,0.08086399785701788,0.08123764894524091,0.12244187206246529
90.0,84.55,0.16527722237267597,0.08592061531860282,0.0863026398705705,0.128740459802818
90.0,84.7,0.17280869911131286,0.0912383609786394,0.09162840476466053,0.1353076537698675
90.0,84.85,0.18062294298862203,0.09682724346754652,0.09722492235980514,0.14215200399318667
90.0,85.0,0.18872780078041484,0.10269746635929844,0.10310236718202442,0.14928220024160652
90.0,85.15,0.19713122677697423,0.10885942311786993,0.10927110465614764,0.1567070689763169
90.0,85.3,0.20584128034639798,0.1153236916387118,0.11574168580110039,0.16443557008496934
90.0,85.45,0.21486612335611224,0.12210102839093682,0.12252484151983668,0.17247679339808833
90.0,85.6,0.22421401745333155,0.1292023621675428,0.1296314764896358,0.1808399549898396
90.0,85.75,0.2338933212055461,0.13663878745162195,0.13707266265970405,0.18953439326509217
90.0,85.9,0.24391248710224767,0.14442155740826154,0.1448596323641766,0.19856956483581428
90.0,86.05,0.25428005841945023,0.15256207651267548,0.15300377105989424,0.20795504018970373
90.0,86.2,0.265004665948634,0.1610718928260359,0.1615166096994726,0.21770049915483794
90.0,86.35,0.2760950245921392,0.16996268993195446,0.17040981675126748,0.22781572616433873
90.0,86.5,0.28755992982706474,0.17924627854723693,0.17969518987913555,0.23831060532551196
90.0,86.65,0.29940825404019555,0.1889345878216408,0.18938464729576604,0.24919511529831734
90.0,86.8,0.3116489427363788,0.199039656342228,0.19949021880456305,0.2604793239887028
90.0,86.95,0.32429101062327054,0.20957362285878586,0.21002403654601343,0.27217338306216776
90.0,87.1,0.3373435375755423,0.22054871674759507,0.22099832546538628,0.2842875222841047
90.0,87.25,0.3508156644815977,0.23197724823155957,0.23242539351959396,0.2968320436929708
90.0,87.4,0.3647165889763153,0.24387159837529943,0.24431762164181803,0.3098173156136073
90.0,87.55,0.37905556106356786,0.2562442088745208,0.2566874534833126,0.3232537665174144
90.0,87.7,0.39384187863224146,0.26910757165952937,0.2695473849525454,0.33715187873751884
90.0,87.85,0.4090848828696422,0.2824742183330366,0.2829099535723689,0.35152218204623764
90.0,88.0,0.42479395357679395,0.2963567094629994,0.2967877276766881,0.3663752471034547
90.0,88.15,0.44097850438972486,0.310767623751493,0.31119329546839686,0.38172167878405805
90.0,88.3,0.4576479779115285,0.3257195471008025,0.32613925396083254,0.3975721093934564
90.0,88.45,0.47481184075964483,0.3412250615982167,0.3416381978254723,0.4139371917798244
90.0,88.6,0.49247957853344515,0.35729673444096477,0.3577027081686571,0.43082759235249685
90.0,88.75,0.5106606907070584,0.37394710682291793,0.37434534126039726,0.448253984015914
90.0,88.9,0.5293646854526235,0.3911886828045733,0.3915786172385069,0.46622703902845875
90.0,89.05,0.5486010743990404,0.40903391818772333,0.4094150088111092,0.4847574217963317
90.0,89.2,0.5683793673320795,0.4274952094160779,0.42786692998071224,0.503855781611874
90.0,89.35,0.5887090668408625,0.44658488252285367,0.44694672481269676,0.5235327453466981
90.0,89.5,0.6095996629166789,0.4663151821460144,0.46666665627099474,0.5437989101096045
90.0,89.65,0.6310606275097461,0.48669826063164334,0.4870388951432623,0.5646648358793662
90.0,89.8,0.6531014090496458,0.5077461672452203,0.5080755090775358,0.58614103812264
90.0,89.95,0.6757314269355335,0.5294708375104372,0.5297884517519016,0.6082379804073059
90.0,90.1,0.6989600660018005,0.5518840826944206,0.5521895521980306,0.6309660670213831
90.0,90.25,0.722796670965423,0.5749975794577431,0.5752905042989559,0.6543356356077961
90.0,90.4,0.747250540860876,0.5988228596870513,0.5991028564806419,0.6783569498250515
90.0,90.55,0.7723309234688853,0.623371300527261,0.6236380016162252,0.7030401920441587
90.0,90.7,0.7980470097448984,0.6486541146299624,0.6489071671609156,0.7283954560915847
90.0,90.85,0.8244079282536388,0.6746823406334975,0.674921405534705,0.7544327400482914
90.0,91.0,0.851422739615798,0.7014668338896676,0.7016915847690638,0.7811619391146477
90.0,91.15,0.8791004309728163,0.7290182574511687,0.7292283794328808,0.8085928385507816
90.0,91.3,0.9074499104762476,0.7573470733331662,0.7575422618517776,0.8367351067020117
90.0,91.45,0.9364800018074506,0.7864635340612526,0.7866434936340401,0.8655982881183577
90.0,91.6,0.9661994387338416,0.8163776745175311,0.8165421175150734,0.8951917967776792
90.0,91.75,0.9966168597077105,0.8470993040954152,0.8472479495314809,0.9255249094207239
90.0,91.9,1.0277408025135517,0.8786379991731443,0.8787705715344318,0.9566067590073297
90.0,92.05,1.0595796989697204,0.911003095914833,0.9111193240511198,0.9884463283016509
90.0,92.2,1.0921418696904557,0.9442036834070427,0.9443032995017074,1.0210524435948518
90.0,92.35,1.1254355189137404,0.9782485971383128,0.9783313357782306,1.0544337685729195
90.0,92.5,1.1594687294008754,1.013146412827553,1.0132120101907072,1.0885987983372016
90.0,92.65,1.1942494574132223,1.0489054406069351,1.0489536337844552,1.12355585358483
90.0,92.8,1.2297855277715222,1.0855337195636967,1.085564246031777,1.159313074956058
90.0,92.95,1.2660846290032333,1.1230390126445304,1.1230516098998655,1.195878417554917
90.0,93.1,1.3031543085829624,1.1614288019251993,1.1614232072957447,1.2332596456495595
90.0,93.25,1.3410019682710952,1.2007102842475812,1.200686234888225,1.2714643275580557
90.0,93.4,1.3796348595557026,1.2408903672249418,1.2408476003056514,1.31049983072536
90.0,93.55,1.4190600792021646,1.2819756656160994,1.2819139187074389,1.3503733169963505
90.0,93.7,1.4592845649155515,1.3239724980677312,1.323891509726384,1.3910917380900145
90.0,93.85,1.5003150911198706,1.3668868842238275,1.366786394777969,1.4326618312789838
90.0,94.0,1.542158264858712,1.4107245422002035,1.4106042947321484,1.475090115278622
90.0,94.15,1.5848205218212397,1.4554908864215463,1.4553506279422008,1.5183828863492572
90.0,94.3,1.6283081224977294,1.5011910258175787,1.5010305086247093,1.5625462146148204
90.0,94.45,1.6726271484679864,1.5478297623745736,1.547648745584096,1.6075859406009982
90.0,94.6,1.7177834988268015,1.5954115900373709,1.595209841274525,1.6535076719951232
90.0,94.75,1.7637828867491732,1.6439406939569507,1.6437179911915816,1.70031678063019
90.0,94.9,1.8106308361991041,1.6934209500778519,1.6931770835856481,1.7480183996947112
90.0,95.05,1.858332678784475,1.743855925059067,1.743590699488584,1.7966174211697008
90.0,95.2,1.9068935507610383,1.795248876521842,1.7949621130450786,1.8461184934940154
90.0,95.35,1.9563183901880086,1.8476027536171478,1.8472942921396145,1.896526019458456
90.0,95.5,2.0066119342377493,1.9009201979052994,1.9005898993101984,1.9478441543291674
90.0,95.65,2.0577787166613692,1.9552035445395388,1.9548512929393749,2.000076804200092
90.0,95.8,2.109823065412752,2.0104548237455817,2.0100805287136345,2.0532276245741032
90.0,95.95,2.162749100432124,2.0666757625881527,2.066279361341797,2.107300019172176
90.0,96.1,2.2165607315910756,2.123867787015679,2.1234492465233124,2.1622971389693246
90.0,96.25,2.2712616568003496,2.182032024174026,2.1815913431574683,2.2182218814559787
90.0,96.4,2.326855360281163,2.2411693049795103,2.240706515784682,2.2750768901230702
90.0,96.55,2.383345111001329,2.301280166942,2.300795337251157,2.3328645541687436
90.0,96.7,2.4407339612766425,2.3623648572278455,2.3618580915885143,2.3915870084243482
90.0,96.85,2.4990247455378922,2.4244233359528944,2.4238947771002413,2.4512461334970244
90.0,97.0,2.5582200792640584,2.4874552796955642,2.4869051096469312,2.5118435561261347
90.0,97.15,2.618322358081368,2.5514600852195723,2.550888526122755,2.5733806497500944
90.0,97.3,2.679333757028305,2.616436873396323,2.6158441881156818,2.635858535280334
90.0,97.45,2.7412562299860954,2.68238449331667,2.681770985744361,2.699278082078754
90.0,97.6,2.8040915092740515,2.749301526581552,2.7486675416646507,2.763639909134565
90.0,97.75,2.8678411054091595,2.8171862917615447,2.816532215239115,2.8289443864364503
90.0,97.9,2.9325063070287256,2.886036849014872,2.885363106862876,2.895191636535896
90.0,98.05,2.998088180975079,2.9558510048538165,2.9551580624394225,2.9623815362966694
90.0,98.2,3.064587572541104,3.026626317049398,3.0259146779999715,3.0305137188262923
90.0,98.35,3.132005105874607,3.098360099664253,3.097630304459986,3.099587575584146
90.0,98.5,3.2003411845404925,3.171049428204004,3.1703020525066625,3.1696022586613877
90.0,98.65,3.2695959922382323,3.244691144876987,3.2439267976107775,3.2405566832273602
90.0,98.8,3.339769493673089,3.3192818639532744,3.318501185156533,3.3124495301372456
90.0,98.95,3.410861435578471,3.3948179772128615,3.3940216356827153,3.3852792486953684
90.0,99.1,3.4828713478874582,3.471295659474281,3.4704843502281952,3.459044059568739
90.0,99.25,3.555798545050635,3.5487108741942253,3.547885315774965,3.533741957844966
90.0,99.4,3.6296421274977777,3.6270593791293964,3.6262203107812554,3.609370716228998
90.0,99.55,3.7044009832405576,3.7063367320516734,3.7054849107973187,3.685927888372616
90.0,99.7,3.78007378961325,3.786538296508538,3.7856744941561855,3.763410812331141
90.0,99.85,3.856659015148548,3.8676592476198435,3.8667842477313084,3.841816614140913
90.0,100.0,3.934154921585087,3.949694577903551,3.948809172753012,3.921142211512074
90.0,100.15,4.012559566003517,4.032639103122125,4.031744090675388,4.001384317630344
90.0,100.3,4.091870803087752,4.116487468142292,4.115583649084892,4.082539445061763
90.0,100.45,4.172086287507836,4.201234152800822,4.200322327642326,4.164603909754625
90.0,100.6,4.253203476420596,4.286873477769067,4.285954444048973,4.247573835132153
90.0,100.75,4.335219632084928,4.373399610409776,4.372474160028417,4.331445156270384
90.0,100.9,4.418131824587332,4.460806570619429,4.459875487315068,4.416213624154827
90.0,101.05,4.50193693467428,4.549088236649725,4.548152293640478,4.501874810010299
90.0,101.2,4.586631656687369,4.638238350902487,4.637298308708997,4.588424109697937
90.0,101.35,4.6722125015969835,4.728250525691777,4.7273071301539185,4.675856748172988
90.0,101.5,4.758675800131045,4.819118248968292,4.818172229465913,4.764167783998706
90.0,101.65,4.846017705994139,4.910834890000164,4.909886957885307,4.853352113909478
90.0,101.8,4.934234199173257,5.003393705005553,5.002444552250756,4.943404477417993
90.0,101.95,5.023321089325806,5.096787842732275,5.095838140796237,5.034319461461103
90.0,102.1,5.113274019245873,5.191010349979796,5.190060748889358,5.126091505078334
90.0,102.25,5.204088468404276,5.2860541770596114,5.285105304704135,5.2187149041181335
90.0,102.4,5.2957597565583345,5.381912183189638,5.380964644821629,5.31218381596616
90.0,102.55,5.388283047427056,5.478577141819327,5.477631519752662,5.406492264290658
90.0,102.69999999999999,5.481653352427474,5.576041745881715,5.575098599376771,5.501634143799757
90.0,102.85,5.575865534468026,5.674298612969201,5.67335847829265,5.597603225005729
90.0,103.0,5.670914311794294,5.773340290429871,5.772403681075206,5.694393158991157
90.0,103.15,5.7667942618834465,5.873159260381956,5.872226667435293,5.791997482172668
90.0,103.3,5.863499825382666,5.973747944643429,5.972819837278521,5.8904096210571355
90.0,103.44999999999999,5.961025310087831,6.075098709574437,6.074175535660098,5.98962289698645
90.0,103.6,6.059364894957736,6.1772038708306685,6.17628605763299,6.089630530865735
