tau_days,S,BS,DH,PINN,SH
180.0,93.4,2.8031999745163545,2.6908580445135946,2.6911807185728387,2.7522638291462975
180.0,93.55,2.85471937291551,2.744710151870291,2.7450350178931298,2.805278094992898
180.0,93.7,2.9068618555330397,2.799236929217822,2.7995636439058584,2.858945895356583
180.0,93.85,2.9596291748887604,2.854439279061677,2.8547675005703486,2.9132684940003255
180.0,94.0,3.013023006385896,2.9103180008178127,2.9106473903018486,2.9682470614809455
180.0,94.15,3.0670449480542437,2.9668737913262917,2.9672040144604144,3.023882675300187
180.0,94.3,3.121696520324053,3.024107245409425,3.0244379738768923,3.0801763200964363
180.0,94.45,3.1769791658299558,3.082018856473191,3.0823497694148747,3.1371288878763597
180.0,94.6,3.232894249245168,3.140609017150955,3.1409398025677993,3.1947411782858435
180.0,94.75,3.2894430571457245,3.199878019988201,3.200208376090452,3.2530138989195505
180.0,94.9,3.346626797904597,3.2598260581673153,3.260155694663891,3.3119476656684848
180.0,95.05,3.4044466016155694,3.3204532262710917,3.320781865593175,3.3715430031047107
180.0,95.2,3.4629035200465816,3.3817595210839873,3.3820868995370703,3.431800344902696
180.0,95.35,3.521998526622449,3.443744842429642,3.444070711268987,3.492720034296255
180.0,95.5,3.581732516436746,3.50640899404396,3.5067331204686054,3.5543023245707364
180.0,95.65,3.642106306292423,3.5697516844820325,3.57007385254326,3.616547379589265
180.0,95.8,3.7031206347711834,3.6337725280581052,3.634092539478734,3.679455274352538
180.0,95.95,3.764776162331162,3.6984710458172816,3.6987887207186687,3.7430259955912533
180.0,96.1,3.827073471432671,3.763846666537591,3.7641618440719475,3.807259442390395
180.0,96.25,3.8900130666917274,3.829898727761632,3.8302112666476145,3.872155426844567
180.0,96.4,3.9535953750610893,3.8966264768560857,3.896936255816605,3.9377136747434878
180.0,96.55,4.0178207460384145,3.9640290720983775,3.964335990199738,4.003933826286882
180.0,96.7,4.082689451901183,4.032105583788981,4.032409560681482,4.070815436827913
180.0,96.85,4.148201687968177,4.100854995388319,4.101155971448681,4.138357977644169
180.0,97.0,4.214357572886942,4.170276204677162,4.170574141054002,4.206560836735676
180.0,97.15,4.281157148947098,4.240368024939023,4.2406629035030345,4.2754233196485565
180.0,97.3,4.348600382418849,4.311129186163919,4.3114210093649294,4.344944650324058
180.0,97.45,4.416687163916612,4.382558336271779,4.3828471269055,4.415123971971568
180.0,97.6,4.485417308786963,4.454654042354832,4.454939843242375,4.485960347965152
180.0,97.75,4.5547905575209375,4.5274147919375185,4.527697665521485,4.55745276276239
180.0,97.9,4.624806576189841,4.600838994252975,4.601119022114033,4.629600122844954
180.0,98.05,4.695464956904364,4.674924981534887,4.6752022638333885,4.702401257679756
180.0,98.2,4.766765218296609,4.749671010323798,4.749945665171012,4.775854920700129
180.0,98.35,4.838706806024306,4.825075262786448,4.825347425550634,4.849959790305788
180.0,98.5,4.911289093297114,4.901135848047543,4.901405670599843,4.924714470881133
180.0,98.65,4.984511381424143,4.977850803532434,4.978118453438255,5.00011749383055
180.0,98.8,5.0583729003826585,5.055218096320064,5.055483755981338,5.076167318630339
180.0,98.95,5.132872809407063,5.133235624504902,5.133499490258931,5.152862333896086
180.0,99.1,5.208010197597979,5.211901218567002,5.212163499747559,5.230200858464685
180.0,99.25,5.283784084550812,5.291212642749139,5.291473560715573,5.3081811424902945
180.0,99.4,5.360193421003254,5.371167596440178,5.3714273835799995,5.38680136855329
180.0,99.55,5.437237089501316,5.451763715563453,5.452022614274182,5.4660596527814125
180.0,99.7,5.514913905083337,5.53299857396965,5.533256835625244,5.545954045982264
180.0,99.85,5.5932226159814835,5.6148696848328905,5.615127568740064,5.626482534786405
180.0,100.0,5.672161904340184,5.697374502049346,5.697632274398975,5.707643042800181
180.0,100.15,5.751730386950919,5.780510421637497,5.7807683544559065,5.789433431767559
180.0,100.3,5.8319266160031304,5.864274783139072,5.864533153244079,5.871851502740108
180.0,100.45,5.912749079850316,5.948664871020119,5.948923958986039,5.954894997254459
180.0,100.6,5.994196203791098,6.033677916070954,6.033938005206962,6.038561598516329
180.0,100.75,6.07626635086459,6.119311096804634,6.119572472150244,6.1228489325905455
180.0,100.9,6.15895782265959,6.205561540853071,6.205824488194383,6.207754569596194
180.0,101.05,6.242268860137122,6.292426326359796,6.292691131269818,6.293276024906164
180.0,101.2,6.326197644465575,6.379902483369021,6.380169430275163,6.379410760350617
180.0,101.35,6.410742297868201,6.467986995210039,6.46825636649132,6.466156185423187
180.0,101.5,6.495900884482301,6.556676799876465,6.556948874993024,6.5535096584897525
180.0,101.65,6.581671411229518,6.645968791399487,6.64624384605636,6.6414684879988215
180.0,101.8,6.668051828696776,6.7358598212145315,6.7361381265617135,6.730029933692834
180.0,101.95,6.7550400320274075,6.826346699520911,6.826628521391121,6.819191207820001
180.0,102.1,6.842633861821805,6.9174261966336,6.917711794819032,6.908949476345572
180.0,102.25,6.930831105047254,7.0090950443267985,7.009384671895885,6.99930186016264
180.0,102.4,7.019629495956088,7.101349937168379,7.101643839823463,7.090245436300939
180.0,102.55,7.1090267170121555,7.19418753384528,7.194485949321466,7.18177723913397
180.0,102.69999999999999,7.199020399824624,7.287604458478582,7.287907615984368,7.27389426158317
180.0,102.85,7.289608126088947,7.3815973019286005,7.381905421628088,7.366593456319086
180.0,103.0,7.380787428534183,7.47616262308859,7.476475915625541,7.459871736958521
180.0,103.15,7.472555791876392,7.571296950167656,7.571615616230626,7.5537259792575
180.0,103.3,7.5649106537775905,7.666996781961394,7.667321011890027,7.648153022299485
180.0,103.44999999999999,7.657849405809751,7.7632585891107775,7.763588562542294,7.743149669678038
180.0,103.6,7.75136939442307,7.860078815348197,7.860414700903428,7.838712690673764
180.0,103.75,7.845467921918692,7.957453878730616,7.9577958337389,7.934838821425077
180.0,103.9,7.940142247424567,8.055380172859591,8.055728343121205,8.031524766091923
180.0,104.05,8.035389587874844,8.153854068087396,8.154208587672873,8.128767198012618
180.0,104.19999999999999,8.131207118991417,8.252871912709432,8.253232903794313,8.226562760852724
180.0,104.35,8.227591976268114,8.352430034142325,8.352797606876246,8.324908069746247
180.0,104.5,8.324541255956165,8.452524740087332,8.452898992496145,8.423799712427918
180.0,104.65,8.422052016051222,8.553152319679214,8.553533337598807,8.523234250357138
180.0,104.8,8.520121277281081,8.654309044619913,8.654696901660385,8.623208219832362
180.0,104.94999999999999,8.618746024093772,8.755991170296967,8.756385927835716,8.72371813309594
180.0,105.1,8.71792320564569,8.858194936886587,8.858596644088855,8.82476047942939
180.0,105.25,8.817649736789074,8.96091657044071,8.961325264306364,8.926331726237919
180.0,105.4,8.917922499058868,9.064152283958647,9.064567989393385,9.028428320124833
180.0,105.55,9.01873834165793,9.167898278442307,9.168321008352216,9.131046687954802
180.0,105.69999999999999,9.120094082441,9.27215074393551,9.272580499343391,9.234183237906215
180.0,105.85,9.22198650889609,9.376905860546813,9.377342630728702,9.337834360511946
180.0,106.0,9.324412379123743,9.48215979945594,9.482603562096807,9.441996429688496
180.0,106.15,9.42736842281332,9.587908723903725,9.588359445270584,9.546665803753353
180.0,106.3,9.530851342215973,9.694148790165324,9.694606425296689,9.651838826429943
180.0,106.44999999999999,9.63485781311433,9.800876148506758,9.801340641416996,9.757511827840496
180.0,106.6,9.739384485787792,9.908086944124667,9.908558228021986,9.863681125486146
180.0,106.75,9.84442798597393,10.015777318069103,10.016255315585994,9.970343025214184
180.0,106.9,9.949984915825034,10.123943408149623,10.124428031584438,10.07749382217274
180.0,107.05,10.056051854859748,10.232581349824212,10.23307250139293,10.185129801751835
180.0,107.19999999999999,10.162625360909528,10.341687277071477,10.342184849168364,10.293247240511516
180.0,107.35,10.269701971059517,10.45125732324587,10.45176119871189,10.401842407096492
180.0,107.5,10.377278202583078,10.5612876219157,10.561797674313977,10.510911563136993
180.0,107.65,10.485350553870873,10.671774307684455,10.672290401581547,10.620450964136221
180.0,107.8,10.593915505352827,10.782713516995244,10.783235508247257,10.730456860343857
180.0,107.94999999999999,10.702969520413717,10.89410138891804,10.894629124961048,10.840925497615684
180.0,108.1,10.81250904630147,11.005934065920474,11.006467386063894,10.951853118259164
180.0,108.25,10.92253051502824,11.118207694621395,11.118746430344133,11.063235961865077
180.0,108.4,11.033030344264095,11.230918426528113,11.231462401776149,11.175070266124859
180.0,108.55,11.144004938222624,11.344062418756687,11.344611450241842,11.287352267633802
180.0,108.69999999999999,11.255450688538707,11.45763583473573,11.458189732234757,11.400078202680051
180.0,108.85,11.367363975137884,11.571634844893692,11.572193411547165,11.513244308019177
180.0,109.0,11.47974116709738,11.686055627329635,11.686618659940056,11.62684682163455
180.0,109.15,11.592578623498195,11.800894368467855,11.801461657796407,11.740881983483172
180.0,109.3,11.7058726942686,11.916147263696153,11.916718594757741,11.855346036227393
180.0,109.44999999999999,11.81961972101819,12.031810517987982,12.032385670344093,11.970235225952049
180.0,109.6,11.933816037862865,12.147880346508797,12.148459094557635,12.085545802867236
180.0,109.75,12.04845797224028,12.264352975206211,12.26493508847001,12.201274021996877
180.0,109.9,12.163541845715592,12.381224641384776,12.38180988479376,12.317416143852759
180.0,110.05,12.279063974777449,12.498491594264898,12.499079728437707,12.43396843509432
180.0,110.19999999999999,12.395020671623925,12.616150095526399,12.616740877046656,12.550927169174212
180.0,110.35,12.511408244938572,12.734196419836868,12.734789601525748,12.668288626969476
180.0,110.5,12.628223000655838,12.85262685536454,12.853222186549118,12.78604909739864
180.0,110.65,12.745461242716399,12.971437704276527,12.972034931053711,12.904204878024641
180.0,110.8,12.863119273811892,13.09062528322197,13.091224148717851,13.022752275643553
180.0,110.94999999999999,12.981193396118925,13.210185923800559,13.210786168425326,13.141687606859453
180.0,111.1,13.099679912022392,13.330115973016529,13.330717334714386,13.261007198645212
180.0,111.25,13.218575124828043,13.450411793718292,13.451014008212875,13.380707388889466
180.0,111.4,13.337875339463988,13.571069765023964,13.57167256605869,13.500784526929804
180.0,111.55,13.457576863171074,13.692086282732701,13.692689402306458,13.62123497407216
180.0,111.69999999999999,13.577676006182477,13.813457759722471,13.814060928320348,13.742055104096789
180.0,111.85,13.698169082391738,13.935180626333924,13.935783573153103,13.863241303750554
180.0,112.0,13.819052410009787,14.057251330740844,14.057853783911854,13.98478997322581
180.0,112.15,13.940322312210535,14.179666339307541,14.180268026110475,14.106697526626105
180.0,112.3,14.061975117765169,14.302422136932863,14.30302278400905,14.228960392418605
180.0,112.44999999999999,14.184007161665017,14.425515227381453,14.426114560940446,14.351575013873541
180.0,112.6,14.306414785732832,14.548942133602255,14.549539879624204,14.474537849490519
180.0,112.75,14.429194339222807,14.672699398034478,14.673295282468041,14.597845373412177
180.0,112.9,14.552342179408845,14.79678358290126,14.797377331857037,14.72149407582505
180.0,113.05,14.675854672161428,14.921191270491164,14.92178261043086,14.845480463347943
180.0,113.19999999999999,14.799728192512958,15.045919063427768,15.046507721349089,14.96980105940772
180.0,113.35,14.92395912521144,15.170963584927435,15.171549288544874,15.094452404603034
180.0,113.5,15.048543865262506,15.296321479045613,15.296903956967222,15.219431057055518
180.0,113.65,15.173478818460097,15.421989410911712,15.422568392811849,15.344733592749348
180.0,113.8,15.298760401905449,15.547964066952778,15.548539283741215,15.47035660585872
180.0,113.94999999999999,15.424385044514572,15.674242155106443,15.674813339093513,15.59629670906363
180.0,114.1,15.55034918751402,15.800820405022659,15.801387290081045,15.72255053385398
180.0,114.25,15.676649284925466,15.927695568255384,15.928257889978097,15.849114730822501
180.0,114.4,15.803281804038544,16.054864418443415,16.055421914298606,15.975985969946079
180.0,114.55,15.930243225872298,16.182323751481317,16.182876160963616,16.10316094085625
180.0,114.69999999999999,16.057530045625303,16.310070385680397,16.310617450458995,16.23063635309848
180.0,114.85,16.185138773114314,16.438101161919636,16.438642625983277,16.358408936380805
180.0,115.0,16.313065933201578,16.566412943787256,16.56694855358602,16.486475440811713
180.0,115.15,16.441308066210944,16.69500261771264,16.69553212229694,16.61483263712752
180.0,115.3,16.56986172833277,16.823867093089376,16.82439024424573,16.743477316909534
180.0,115.44999999999999,16.698723492017553,16.953003302388964,16.95351985477303,16.872406292790867
180.0,115.6,16.827889946358535,17.082408201265835,17.082917912532636,17.00161639865341
180.0,115.75,16.957357697463365,17.212078768653654,17.212581399584938,17.131104489814838
180.0,115.9,17.087123368814524,17.342012006853206,17.342507321482152,17.260867443205846
180.0,116.05,17.217183601619208,17.472204941612034,17.472692707345104,17.390902157538072
180.0,116.19999999999999,17.34753505514823,17.602654622195924,17.603134609932212,17.521205553462636
180.0,116.35,17.478174407064024,17.733358121452483,17.733830105700296,17.65177457371911
180.0,116.5,17.609098353738485,17.864312535867032,17.864776294857872,17.78260618327603
180.0,116.65,17.74030361055964,17.995514985610917,17.9959703014108,17.913697369461982
180.0,116.8,17.87178691222837,18.12696261458248,18.127409273200666,18.045045142088433
180.0,116.94999999999999,18.00354501304458,18.25865259044096,18.259090381935923,18.176646533563673
180.0,117.1,18.13557468718286,18.39058210463292,18.3910108232159,18.30849859899861
180.0,117.25,18.267872728958384,18.52274837241244,18.523167816548174,18.44059841630404
180.0,117.4,18.400435953082507,18.655148632854292,18.655558605359005,18.572943086280354
180.0,117.55,18.53326119490823,18.78778014886054,18.788180456997452,18.70552973269875
180.0,117.69999999999999,18.66634531066626,18.92064020716109,18.92103066273303,18.83835550237526
180.0,117.85,18.79968517769088,19.053726118307864,19.054106537747106,18.971417565236752
180.0,118.0,18.933277694636296,19.18703521666289,19.187405421118317,19.10471311437972
180.0,118.15,19.067119781683562,19.320564860380873,19.32092467580212,19.23823936612189
180.0,118.3,19.201208380737942,19.45431243138565,19.454661688604563,19.371993560046487
180.0,118.44999999999999,19.33554045561711,19.58827533534152,19.58861387015048,19.50597295903978
180.0,118.6,19.470112992230014,19.72245100161896,19.722778654846348,19.640174849321703
180.0,118.75,19.604922998746822,19.856836883255095,19.85715350083765,19.77459654046986
180.0,118.9,19.73996750575969,19.99143045690923,19.991735889961472,19.909235365436988
180.0,119.05,19.87524356643502,20.126229222813407,20.126523327693654,20.044088680562286
180.0,119.19999999999999,20.010748256656793,20.261230704718233,20.26151334309169,20.179153865576325
180.0,119.35,20.146478675161376,20.396432449833863,20.396703488732303,20.31442832359999
180.0,119.5,20.28243194366383,20.53183202876677,20.532091340644964,20.449909481137563
180.0,119.65,20.418605206976142,20.667427035452064,20.66767449824085,20.585594788064153
180.0,119.8,20.554995633116754,20.80321508708145,20.803450584237403,20.721481717607293
180.0,119.94999999999999,20.691600413412658,20.93919382402741,20.93941724457909,20.85756776632327
180.0,120.1,20.828416762593083,21.075360909763134,21.07557214835371,20.99385045406819
180.0,120.25,20.965441918875424,21.211714030778833,21.21191298770525,21.130327323963577
180.0,120.4,21.102673144043735,21.348250896494193,21.34843747774281,21.266995942357283
180.0,120.55,21.240107723519454,21.484969239167587,21.485143356445995,21.403853898779243
180.0,120.69999999999999,21.377742966424698,21.62186681380145,21.62202838456672,21.54089880589266
180.0,120.85,21.515576205638578,21.758941398044737,21.759090345527923,21.678128299440505
180.0,121.0,21.65360479784571,21.896190792091723,21.896327045318728,21.815540038187297
180.0,121.15,21.79182612357852,22.033612818578316,22.033736312386733,21.95313170385698
180.0,121.3,21.93023758725202,22.171205322474844,22.17131599752725,22.090901001066065
180.0,121.44999999999999,22.068836617192044,22.30896617097634,22.309063973769685,22.228845657253004
180.0,121.6,22.20762066565703,22.44689325339014,22.44697813626117,22.366963422603494
180.0,121.75,22.346587208852835,22.58498448102044,22.585056402147497,22.505252069971903
180.0,121.9,22.48573374694171,22.72323778705081,22.723296710451656,22.64370939479875
180.0,122.05,22.625057804044655,22.86165112642416,22.861697021949787,22.782333215025062
180.0,122.19999999999999,22.764556928237898,23.000222475720115,23.000255319045124,22.921121371002773
180.0,122.35,22.904228691543274,23.13894983303062,23.13896960563923,23.06007172540189
180.0,122.5,23.044070689912733,23.277831217833114,23.277837907001757,23.19918216311448
180.0,122.65,23.184080543207212,23.416864670861816,23.41685826963766,23.338450591155315
180.0,122.8,23.32425589516992,23.55604825397707,23.55602876115286,23.47787493855965
180.0,122.94999999999999,23.4645944133941,23.69538005003294,23.69534747011799,23.61745315627807
180.0,123.1,23.60509378928555,23.834858162742876,23.834812505930454,23.757183217068253
180.0,123.25,23.74575173801971,23.974480716543976,23.97442199867477,23.89706311538428
180.0,123.4,23.886565998493953,24.114245856459394,24.11417409898162,24.037090867263185
180.0,123.55,24.02753433327476,24.25415174795975,24.254066977885245,24.177264510209124
180.0,123.69999999999999,24.168654528540145,24.394196576822445,24.394098826679596,24.31758210307498
180.0,123.85,24.309924394017273,24.53437854899044,24.53426785677332,24.458041725941623
180.0,124.0,24.451341762915515,24.674695890429167,24.6745722995434,24.59864147999521
180.0,124.15,24.59290449185511,24.815146846982632,24.815010406187714,24.739379487401923
180.0,124.3,24.734610460791455,24.955729684228317,24.95558044757677,24.880253891181145
180.0,124.44999999999999,24.876457572935095,25.09644268733115,25.096280714104395,25.021262855076344
180.0,124.6,25.018443754667715,25.237284160896465,25.237109515537398,25.162404563424314
180.0,124.75,25.160566955454062,25.378252428822048,25.378065180864724,25.303677221022443
180.0,124.9,25.30282514775008,25.519345834149615,25.51914605814577,25.445079052994462
180.0,125.05,25.445216326907094,25.66056273891522,25.66035051435797,25.58660830465461
180.0,125.19999999999999,25.587738511072697,25.801901523999337,25.801676935244025,25.728263241370172
180.0,125.35,25.73038974108782,25.94336058897609,25.9431237251584,25.870042148422655
180.0,125.5,25.87316808038034,26.084938351962048,26.084689306913436,26.01194333086756
180.0,125.65,26.01607161485566,26.226633249464516,26.226372121625186,26.153965113392903
180.0,125.8,26.15909845278385,26.36844373622935,26.368170628558786,26.29610584017656
180.0,125.94999999999999,26.302246724683844,26.510368285088607,26.510083304973648,26.43836387474247
180.0,126.1,26.445514583204538,26.65240538680764,26.652108645968465,26.580737599815798
180.0,126.25,26.588900203003067,26.794553549931965,26.79424516432591,26.723225417176963
180.0,126.4,26.73240178062028,26.93681130063409,26.936491390357435,26.86582574751504
180.0,126.55,26.87601753435355,27.079177182560045,27.078845871747912,27.008537030280003
180.0,126.69999999999999,27.01974570412703,27.22164975667582,27.221307173400294,27.15135772353444
180.0,126.85,27.16358455135949,27.36422760111384,27.363873877280355,27.294286303804405
180.0,127.0,27.307532358829512,27.50690931101922,27.50654458226147,27.43732126592966
180.0,127.15,27.451587430538765,27.649693498396296,27.64931790396962,27.580461122913217
180.0,127.3,27.595748091572865,27.79257879195506,27.79219247462846,27.72370440577058
180.0,127.44999999999999,27.740012687960267,27.935563836957854,27.935166942904857,27.867049663378427
180.0,127.6,27.884379586528958,28.078647295066002,28.078239973754414,28.010495462322574
180.0,127.75,28.028847174761534,28.221827844186905,28.221410248267514,28.154040386746033
180.0,127.9,28.1734138606482,28.36510417832116,28.364676463515515,28.297683038196528
180.0,128.05,28.318078072538242,28.508475007410063,28.508037332397617,28.441422035473693
180.0,128.2,28.462838258989606,28.651939057183412,28.65149158348789,28.58525601447623
180.0,128.35,28.607692888617276,28.795495069007718,28.795037960882915,28.729183628048883
180.0,128.5,28.752640449939804,28.939141799734525,28.93867522404976,28.873203545829096
180.0,128.65,28.897679451224622,29.08287802154946,29.082402147674614,29.01731445409387
180.0,128.8,29.042808420332147,29.226702521821583,29.226217521511924,29.16151505560656
180.0,128.95,29.188025904558437,29.370614102953216,29.37012015023411,29.30580406946354
180.0,129.1,29.333330470476792,29.51461158223029,29.51410885328194,29.450180230941132
180.0,129.25,29.478720703778293,29.658693791673166,29.658182464715324,29.594642291342574
180.0,129.4,29.62419520911137,29.802859577888118,29.80233983306507,29.739189017845064
180.0,129.55,29.769752609920207,29.94710780191927,29.946579821185093,29.883819193347154
180.0,129.7,29.915391548282635,30.091437339101265,30.090901306105405,30.028531616316332
180.0,129.85,30.06111068474705,30.235847078912617,30.235303178885918,30.173325100636784
180.0,130.0,30.206908698168437,30.380335924829325,30.37978434447078,30.31819847545754
365.0,70.0,0.3263469656978995,0.25174765375929226,0.2521288725985643,0.25680495887946275
365.0,70.15,0.3348575697355537,0.259133104868529,0.2595177473016136,0.26427988790039797
365.0,70.3,0.3435431555860663,0.2666912197374419,0.26707913948046286,0.2719284858768737
365.0,70.45,0.35240615649686563,0.27442477988070385,0.27481583066862636,0.2797535376023721
365.0,70.6,0.36144901582309463,0.2823365818584478,0.2827306178086384,0.2877578428415999
365.0,70.75,0.37067418665979507,0.29042943675773875,0.29082631273519916,0.29594421580930436
365.0,70.9,0.38008413146980097,0.2987061696661776,0.29910574164954334,0.3043154846409749
365.0,71.05,0.3896813217075761,0.3071696191377607,0.30757174458523984,0.312874490855811
365.0,71.2,0.3994682374391223,0.31582263665122406,0.31622717486572033,0.32162408881191334
365.0,71.35,0.40944736695801065,0.32466808606125924,0.3250748985537788,0.3305671451544629
365.0,71.5,0.4196212063977674,0.3337088430428363,0.33411779389332685,0.3397065382565866
365.0,71.65,0.4299922593407566,0.34294779452875707,0.3433587507436633,0.34904515765373095
365.0,71.8,0.4405630364235969,0.3523878381409644,0.3528006700065572,0.3585859034713916
365.0,71.95,0.4513360549393934,0.3620318816156334,0.3624464630464289,0.36833168584667814
365.0,72.1,0.4623138384368252,0.3718828422225077,0.3722990511039151,0.3782854243440415
365.0,72.25,0.47349891631630253,0.38194364617874543,0.3823613647031265,0.38845004736530314
365.0,72.4,0.48489382342329257,0.3922172280573977,0.39263634305287254,0.3988284915544147
365.0,72.55,0.4965010996389758,0.4027065301909942,0.40312693344220746,0.40942370119714944
365.0,72.7,0.5083232894684213,0.413414502070555,0.4138360906305604,0.42023862761602715
365.0,72.85,0.5203629416263318,0.42434409974000814,0.4247667762327798,0.4312762285609222
365.0,73.0,0.5326226086206651,0.43549828518676187,0.4359219580994243,0.4425394675953329
365.0,73.15,0.5451048463340765,0.4468800257283558,0.44730460969258545,0.4540313134790237
365.0,73.3,0.5578122136035236,0.4584922933956599,0.4589177094576027,0.46575473954697544
365.0,73.45,0.570747271798094,0.47033806431292335,0.4707642401909534,0.4777127230851416
365.0,73.6,0.5839125843951727,0.48242031807489977,0.48284718840468155,0.48990824470335714
365.0,73.75,0.5973107165552166,0.4947420371213744,0.49516954368766447,0.5023442877054989
365.0,73.9,0.6109442346951547,0.5073062061094918,0.5077342980640612,0.5150238374574566
365.0,74.05,0.6248157060606305,0.5201158112840225,0.5205444453492594,0.5279498807529398
365.0,74.2,0.6389276982972971,0.533173839845912,0.5336029805036752,0.5411254051777303
365.0,74.35,0.6532827790211623,0.5464832793195815,0.546912898984684,0.554553398472477
365.0,74.5,0.6678835153883091,0.5600471169189676,0.5604771960970801,0.5682368478943176
365.0,74.65,0.682732473663982,0.5738683389129786,0.5742988663423453,0.5821787395778723
365.0,74.8,0.6978322187913273,0.5879499299902158,0.5883809027670641,0.5963820578955601
365.0,74.95,0.713185313959838,0.602294872623762,0.6027262963108349,0.6108497848178965
365.0,75.1,0.7287943201736942,0.6169061464358259,0.6173380351539707,0.6255848992737796
365.0,75.25,0.7446617958201587,0.631786727562953,0.63221910406535,0.6405903765112314
365.0,75.4,0.7607902962381204,0.6469395880218215,0.6473724837506961,0.6558691874588802
365.0,75.55,0.7771823732869753,0.6623676950760596,0.6628011502016661,0.6714242980883618
365.0,75.7,0.7938405749160862,0.6780740106042656,0.6785080740460067,0.6872586687780681
365.0,75.85,0.8107674447346854,0.694061490469612,0.694496219899119,0.7033752536784732
365.0,76.0,0.8279655215826738,0.7103330838912465,0.7107685457173892,0.7197770000793091
365.0,76.15,0.8454373391022945,0.7268917328177906,0.7273280021535002,0.7364668477788671
365.0,76.3,0.8631854253108483,0.743740371303185,0.7441775319141141,0.7534477284557842
365.0,76.45,0.8812123021746203,0.7608819248852342,0.7613200691201922,0.7707225650435294
365.0,76.6,0.899520485184097,0.7783193099669818,0.7787585386702607,0.7882942711077546
365.0,76.75,0.9181124829307211,0.7960554332013436,0.796495855606931,0.8061657502270673
365.0,76.9,0.9369907966851073,0.8140931908790897,0.8145349244869121,0.8243398953772134
365.0,77.05,0.9561579199772241,0.8324354683205396,0.8328786387549053,0.8428195883190063
365.0,77.2,0.975616338178229,0.8510851392712718,0.8515298801215342,0.8616076989904152
365.0,77.35,0.9953685280844117,0.8700450653019238,0.8704915179457192,0.8807070849028191
365.0,77.5,1.0154169575032919,0.8893180952124525,0.8897664086216645,0.9001205905418233
365.0,77.65,1.0357640848419167,0.9089070644410999,0.9093573949707909,0.9198510467729191
365.0,77.8,1.0564123586975833,0.9288147944782663,0.9292673056388498,0.9399012702520828
365.0,77.95,1.0773642174510716,0.94904409228548,0.94949895449849,0.960274062841667
365.0,78.1,1.0986220888625096,0.9695977497197129,0.9700551400575248,0.9809722110318009
365.0,78.25,1.1201883896700127,0.9904785429634122,0.9909386448731509,1.001998485367435
365.0,78.4,1.142065525191226,1.0116892319601618,1.012152234972346,1.0233556398813954
365.0,78.55,1.1642558889277321,1.0332325598564944,1.0336986592787158,1.0450464115335005
365.0,78.7,1.1867618621728178,1.0551112524498008,1.0555806490459827,1.0670735196561096
365.0,78.85,1.209585813622172,1.0773280176427613,1.0778009172983771,1.089439665406161
365.0,79.0,1.2327300989881818,1.099885544904319,1.1003621582781224,1.112147531224028
365.0,79.15,1.2561970606175148,1.122786504737483,1.1232670469002406,1.1351997802992695
365.0,79.3,1.2799890271123078,1.146033548154122,1.1465182382148857,1.158599056043567
365.0,79.45,1.3041083129550368,1.1696293061568925,1.1701183668774164,1.1823479815709328
365.0,79.6,1.3285572181371077,1.193576389228535,1.194070046626354,1.206449159185462
365.0,79.75,1.3533380277913345,1.2178773868286519,1.2183758697695093,1.2309051698766997
365.0,79.9,1.378453011828417,1.242534866898167,1.2430384066783582,1.2557185728229034
365.0,80.05,1.4039044245773316,1.2675513753716112,1.2680602052908918,1.2808919049021545
365.0,80.2,1.4296945044301055,1.2929294356973566,1.2934437906231497,1.3064276802118333
365.0,80.35,1.455825473490639,1.318671548365989,1.3191916642894992,1.3323283895961828
365.0,80.5,1.4822995372279315,1.3447801904469312,1.3453063040319206,1.3585965001823832
365.0,80.65,1.509118884133751,1.371257815133438,1.3717901632583807,1.3852344549251556
365.0,80.8,1.5362856853847564,1.3981068512961592,1.398645670590451,1.4122446721601116
365.0,80.95,1.5638020945093136,1.4253297030452659,1.4258752294203705,1.4396295451658834
365.0,81.1,1.5916702470587711,1.4529287493014187,1.4534812174775604,1.4673914417351643
365.0,81.25,1.6198922602837345,1.4809063433754959,1.4814659864048423,1.4955327037548336
365.0,81.4,1.6484702328149512,1.509264812557375,1.5098318613443784,1.524055646795158
365.0,81.55,1.6774062443492201,1.5380064577137664,1.5385811405335166,1.5529625597083556
365.0,81.7,1.7067023553401852,1.5671335528951715,1.5677160949105973,1.582255704236356
365.0,81.85,1.736360606694208,1.5966483449520876,1.597238967730827,1.6119373146281404
365.0,82.0,1.766383019471298,1.6265530531605958,1.6271519741923368,1.6420095972663955
365.0,82.15,1.796771594591215,1.6568498688572846,1.6574573010724598,1.6724747303039422
365.0,82.3,1.8275283125447856,1.6875409550837024,1.6881571063743317,1.7033348633097107
365.0,82.45,1.8586551331105468,1.7186284462402712,1.7192535189839238,1.7345921169244403
365.0,82.6,1.8901539950765565,1.7501144477498956,1.7507486383374682,1.7662485825261385
365.0,82.75,1.9220268159678449,1.7820010357311347,1.7826445340994395,1.798306321905406
365.0,82.9,1.9542754917790386,1.814290256681115,1.8149432458510322,1.8307673669506397
365.0,83.05,1.9869018967126193,1.8469841271681324,1.8476467827893195,1.863633719343027
365.0,83.2,2.0199078829226997,1.8800846335341446,1.880757123436956,1.8969073502616907
365.0,83.35,2.0532952802643,1.9135937316068812,1.914276215362608,1.9305902000986406
365.0,83.5,2.0870658960482844,1.9475133464219878,1.9482059749120098,1.9646841781837463
