generator_factors,case,model,model_factors,status,own_model,parameter_gate,neural_holdout_price_rmse,neural_fit_price_rmse,exact_holdout_price_rmse,exact_fit_price_rmse,seconds,optimizer_success,scaled_parameter_rmse,tolerance_scaled_rmse,worst_tolerance_error
1,19,single_sobolev_s17,1,fitted,True,False,6.217197196257946e-06,5.649960845174145e-06,9.360249610584418e-06,1.004824000646989e-05,0.14475350000429899,True,0.03330716263260801,0.6137100787975008,1.317758259339467
1,19,double_sobolev_s17,2,fitted,False,,6.805765536734168e-06,6.8923062436363995e-06,6.038443956835293e-05,6.0985064410121686e-05,0.4575415840081405,True,,,
1,19,deep11_s17,2,fitted,False,,9.426675623657085e-06,9.562663649392952e-06,8.065190489804904e-05,8.237255392821782e-05,1.5118838329944992,True,,,
1,19,deep17_full_s29,2,fitted,False,,3.7167422961926496e-06,3.3917341490950496e-06,0.0001500591427987104,0.00015105812849111643,1.287637250003172,True,,,
1,19,deep11_balanced_s43,2,fitted,False,,5.571755562568787e-06,6.155198706797694e-06,9.121938143813015e-05,9.069638956182957e-05,0.993988916001399,True,,,
1,20,single_sobolev_s17,1,fitted,True,True,1.5869375564079676e-05,1.603273438292712e-05,1.6088871066549825e-05,1.4434893434065057e-05,0.15200354100670666,True,0.008903887886942113,0.17218197420537368,0.3033319033023513
1,20,double_sobolev_s17,2,fitted,False,,4.713158521477344e-05,4.407034484630414e-05,0.00013318794767395683,0.00013361742639318418,0.5702053749992047,True,,,
1,20,deep11_s17,2,fitted,False,,4.817230774342471e-05,4.3806622493001095e-05,0.00013172779899359806,0.0001319624949178805,1.0391039169917349,True,,,
1,20,deep17_full_s29,2,fitted,False,,4.519653645696425e-05,4.25441054297404e-05,7.310703510480734e-05,6.848546104231028e-05,1.2514804169913987,True,,,
1,20,deep11_balanced_s43,2,fitted,False,,4.774226949657509e-05,4.444282378344306e-05,0.0001188792305618899,0.00011850813991743087,1.1566913749993546,True,,,
1,21,single_sobolev_s17,1,fitted,True,True,8.888452029045886e-06,8.222951288292178e-06,1.157367532435048e-05,1.1476670996524951e-05,0.09919833300227765,True,0.002619855841928829,0.052223739153599104,0.09801403368919083
1,21,double_sobolev_s17,2,fitted,False,,8.294293326832618e-06,7.515434128363141e-06,5.5232296669617145e-05,5.5438765509926776e-05,0.7368679159990279,True,,,
1,21,deep11_s17,2,fitted,False,,7.649770035202991e-06,6.7339418576150684e-06,5.45089734768787e-05,5.467778607635704e-05,1.163976209005341,True,,,
1,21,deep17_full_s29,2,fitted,False,,7.045328523470294e-06,6.702588648483491e-06,3.864016199967704e-05,3.756384575960436e-05,2.897635834000539,True,,,
